Protein IDs,Majority protein IDs,Peptide counts (all),Peptide counts (razor+unique),Peptide counts (unique),Protein names,Gene names,Fasta headers,Number of proteins,Peptides,Razor + unique peptides,Unique peptides,Peptides AGO2-APEX bR01,Peptides AGO2-BirA bR01,Peptides AGO2-BirA bR02,Peptides ctrl APEX bR01,Peptides ctrl BirA bR01,Peptides ctrl BirA bR02,Razor + unique peptides AGO2-APEX bR01,Razor + unique peptides AGO2-BirA bR01,Razor + unique peptides AGO2-BirA bR02,Razor + unique peptides ctrl APEX bR01,Razor + unique peptides ctrl BirA bR01,Razor + unique peptides ctrl BirA bR02,Unique peptides AGO2-APEX bR01,Unique peptides AGO2-BirA bR01,Unique peptides AGO2-BirA bR02,Unique peptides ctrl APEX bR01,Unique peptides ctrl BirA bR01,Unique peptides ctrl BirA bR02,Sequence coverage [%],Unique + razor sequence coverage [%],Unique sequence coverage [%],Mol. weight [kDa],Sequence length,Sequence lengths,Q-value,Identification type AGO2-APEX bR01,Identification type AGO2-BirA bR01,Identification type AGO2-BirA bR02,Identification type ctrl APEX bR01,Identification type ctrl BirA bR01,Identification type ctrl BirA bR02,Sequence coverage AGO2-APEX bR01 [%],Sequence coverage AGO2-BirA bR01 [%],Sequence coverage AGO2-BirA bR02 [%],Sequence coverage ctrl APEX bR01 [%],Sequence coverage ctrl BirA bR01 [%],Sequence coverage ctrl BirA bR02 [%],Intensity,Intensity AGO2-APEX bR01,Intensity AGO2-BirA bR01,Intensity AGO2-BirA bR02,Intensity ctrl APEX bR01,Intensity ctrl BirA bR01,Intensity ctrl BirA bR02,LFQ intensity AGO2-APEX bR01,LFQ intensity AGO2-BirA bR01,LFQ intensity AGO2-BirA bR02,LFQ intensity ctrl APEX bR01,LFQ intensity ctrl BirA bR01,LFQ intensity ctrl BirA bR02,MS/MS Count AGO2-APEX bR01,MS/MS Count AGO2-BirA bR01,MS/MS Count AGO2-BirA bR02,MS/MS Count ctrl APEX bR01,MS/MS Count ctrl BirA bR01,MS/MS Count ctrl BirA bR02,MS/MS Count,Only identified by site,Reverse,Potential contaminant,id,Peptide IDs,Peptide is razor,Mod. peptide IDs,Evidence IDs,MS/MS IDs,Best MS/MS,Oxidation (M) site IDs,Oxidation (M) site positions
F8VYH9;F8VTV8;F8VWX7;P11802;F8VYY1;Q96BE9;F8W1L8,F8VYH9;F8VTV8;F8VWX7;P11802;F8VYY1;Q96BE9;F8W1L8,2;2;2;2;1;1;1,1;1;1;1;1;1;1,1;1;1;1;1;1;1,Cyclin-dependent kinase 4,CDK4,>tr|F8VYH9|F8VYH9_HUMAN Cyclin-dependent kinase 4 (Fragment) OS=Homo sapiens GN=CDK4 PE=1 SV=1;>tr|F8VTV8|F8VTV8_HUMAN Cyclin-dependent kinase 4 OS=Homo sapiens GN=CDK4 PE=1 SV=1;>tr|F8VWX7|F8VWX7_HUMAN Cyclin-dependent kinase 4 (Fragment) OS=Homo sapiens ,7,2,1,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,11.8,7.1,7.1,18.685,170,170;201;203;303;74;111;115,0.00091743,By matching,By matching,By matching,By MS/MS,By matching,By matching,0,0,0,11.8,0,0,5214600,0,0,0,5214600,0,0,0,0,0,2392100,0,0,0,0,0,2,0,0,2,,,,376,3355;4986,False;True,3558;5374,11808;17738,8407;12701;12702,8407;12702,,
F8VUA2;F8VVT7;Q9HD42;F5H875,F8VUA2;F8VVT7;Q9HD42,4;4;4;1,4;4;4;1,4;4;4;1,Charged multivesicular body protein 1a,CHMP1A,>tr|F8VUA2|F8VUA2_HUMAN Charged multivesicular body protein 1a OS=Homo sapiens GN=CHMP1A PE=1 SV=1;>tr|F8VVT7|F8VVT7_HUMAN Charged multivesicular body protein 1a OS=Homo sapiens GN=CHMP1A PE=1 SV=1;>sp|Q9HD42|CHM1A_HUMAN Charged multivesicular body protein,4,4,4,4,2,4,2,2,4,1,2,4,2,2,4,1,2,4,2,2,4,1,21,21,21,19.531,181,181;187;196;132,0,By matching,By MS/MS,By matching,By matching,By MS/MS,By matching,11,21,11,9.4,21,4.4,72619000,3135900,20684000,3580800,2903300,39840000,2475400,3232500,23423000,3297500,1342200,14891000,0,0,4,0,0,5,0,9,,,,377,588;3024;4210;7107,True;True;True;True,613;3208;4465;7591,1991;1992;1993;10599;10600;10601;10602;14766;14767;14768;25272;25273;25274;25275;25276;25277,1436;1437;1438;7604;10439;10440;18349;18350;18351,1438;7604;10440;18349,151;152,1;103
F8W667;Q15020-2;F8VV04;Q15020-4;Q15020;Q15020-3,F8W667;Q15020-2;F8VV04;Q15020-4;Q15020;Q15020-3,4;4;4;4;4;2,4;4;4;4;4;2,4;4;4;4;4;2,Squamous cell carcinoma antigen recognized by T-cells 3,SART3,>tr|F8W667|F8W667_HUMAN Squamous cell carcinoma antigen recognized by T-cells 3 OS=Homo sapiens GN=SART3 PE=1 SV=1;>sp|Q15020-2|SART3_HUMAN Isoform 2 of Squamous cell carcinoma antigen recognized by T-cells 3 OS=Homo sapiens GN=SART3;>tr|F8VV04|F8VV04_HUMA,6,4,4,4,1,1,2,2,1,1,1,1,2,2,1,1,1,1,2,2,1,1,16.7,16.7,16.7,35.004,305,305;364;771;927;963;129,0,By matching,By MS/MS,By MS/MS,By matching,By MS/MS,By matching,5.2,5.2,9.2,9.2,2.3,5.2,36782000,610900,0,2897000,1806500,30854000,613760,0,0,2182800,851660,0,0,0,1,2,0,1,0,4,,,,378,345;573;817;3836,True;True;True;True,356;596;860;4060,1130;1131;1132;1133;1912;2862;13529;13530,825;1370;2077;9612,825;1370;2077;9612,,
F8VV32;P61626,F8VV32;P61626,1;1,1;1,1;1,Lysozyme C,LYZ,>tr|F8VV32|F8VV32_HUMAN Lysozyme C OS=Homo sapiens GN=LYZ PE=1 SV=1;>sp|P61626|LYSC_HUMAN Lysozyme C OS=Homo sapiens GN=LYZ PE=1 SV=1,2,1,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,11.5,11.5,11.5,11.488,104,104;148,0,By matching,By MS/MS,By matching,By matching,By MS/MS,By matching,0,11.5,0,0,11.5,0,7667400,0,3407200,0,0,4260200,0,0,0,0,0,2359300,0,0,1,0,0,1,0,2,,,,379,5817,TRUE,6242,20670;20671,14867;14868,14868,,
F8VVL1;O43583,F8VVL1;O43583,1;1,1;1,1;1,Density-regulated protein,DENR,>tr|F8VVL1|F8VVL1_HUMAN Density-regulated protein OS=Homo sapiens GN=DENR PE=1 SV=1;>sp|O43583|DENR_HUMAN Density-regulated protein OS=Homo sapiens GN=DENR PE=1 SV=2,2,1,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,10.6,10.6,10.6,17.77,160,160;198,0,By matching,By MS/MS,By matching,By matching,By MS/MS,By matching,0,10.6,0,0,10.6,0,4806000,0,1861800,0,0,2944200,0,0,0,0,0,1630500,0,0,1,0,0,1,0,2,,,,380,25,TRUE,25,84;85,55;56,56,,
F8W1K5;F8VXJ7;Q9Y2B0;F8W031,F8W1K5;F8VXJ7;Q9Y2B0;F8W031,1;1;1;1,1;1;1;1,1;1;1;1,Protein canopy homolog 2,CNPY2,>tr|F8W1K5|F8W1K5_HUMAN Protein canopy homolog 2 (Fragment) OS=Homo sapiens GN=CNPY2 PE=4 SV=1;>tr|F8VXJ7|F8VXJ7_HUMAN Protein canopy homolog 2 (Fragment) OS=Homo sapiens GN=CNPY2 PE=4 SV=1;>sp|Q9Y2B0|CNPY2_HUMAN Protein canopy homolog 2 OS=Homo sapiens GN,4,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,15.7,15.7,15.7,11.662,102,102;168;182;263,0,By matching,By MS/MS,By matching,By matching,By matching,By matching,0,15.7,0,0,0,0,3298700,0,3298700,0,0,0,0,0,3298700,0,0,0,0,0,1,0,0,0,0,1,,,,381,2790,TRUE,2957,9733,6971,6971,,
Q9UBQ0;Q9UBQ0-2;F8VXU5,Q9UBQ0;Q9UBQ0-2;F8VXU5,1;1;1,1;1;1,1;1;1,Vacuolar protein sorting-associated protein 29,VPS29,>sp|Q9UBQ0|VPS29_HUMAN Vacuolar protein sorting-associated protein 29 OS=Homo sapiens GN=VPS29 PE=1 SV=1;>sp|Q9UBQ0-2|VPS29_HUMAN Isoform 2 of Vacuolar protein sorting-associated protein 29 OS=Homo sapiens GN=VPS29;>tr|F8VXU5|F8VXU5_HUMAN Vacuolar protein ,3,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,5.5,5.5,5.5,20.505,182,182;186;214,0.0062992,By MS/MS,By matching,By matching,By MS/MS,By matching,By matching,5.5,0,0,5.5,0,0,5425300,1587500,0,0,3837800,0,0,0,0,0,1760500,0,0,1,0,0,1,0,0,2,,,,382,6167,TRUE,6605,21874;21875,15750;15751,15751,,
F8VYE8;P36873;P36873-2;A0A087WYY5;E9PMD7;F8VR82;P62136-3;P62140;P62136;F8W0W8;P62136-2,F8VYE8;P36873;P36873-2;A0A087WYY5;E9PMD7;F8VR82;P62136-3;P62140;P62136;F8W0W8;P62136-2,2;2;2;1;1;1;1;1;1;1;1,2;2;2;1;1;1;1;1;1;1;1,2;2;2;1;1;1;1;1;1;1;1,Serine/threonine-protein phosphatase;Serine/threonine-protein phosphatase PP1-gamma catalytic subunit;Serine/threonine-protein phosphatase PP1-alpha catalytic subunit;Serine/threonine-protein phosphatase PP1-beta catalytic subunit,PPP1CC;PPP1CA;PPP1CB,>tr|F8VYE8|F8VYE8_HUMAN Serine/threonine-protein phosphatase OS=Homo sapiens GN=PPP1CC PE=1 SV=1;>sp|P36873|PP1G_HUMAN Serine/threonine-protein phosphatase PP1-gamma catalytic subunit OS=Homo sapiens GN=PPP1CC PE=1 SV=1;>sp|P36873-2|PP1G_HUMAN Isoform Gamm,11,2,2,2,0,1,2,0,0,0,0,1,2,0,0,0,0,1,2,0,0,0,9.5,9.5,9.5,34.95,304,304;323;337;140;253;270;286;327;330;332;341,0,By matching,By MS/MS,By MS/MS,By matching,By matching,By matching,0,4.9,9.5,0,0,0,16053000,0,1818200,14235000,0,0,0,0,0,10838000,0,0,0,0,1,2,0,0,0,3,,,,383,182;371,True;True,186;382,583;1209;1210,435;878;879,435;879,,
F8VZN8;O14974-5;O14974-4;O14974-2;O14974;H0YHI8;O14974-3;H0YIS4;F8VW28;H0YHL8,F8VZN8;O14974-5;O14974-4;O14974-2;O14974;H0YHI8;O14974-3;H0YIS4,6;6;6;6;6;5;5;4;1;1,6;6;6;6;6;5;5;4;1;1,6;6;6;6;6;5;5;4;1;1,Protein phosphatase 1 regulatory subunit 12A,PPP1R12A,>tr|F8VZN8|F8VZN8_HUMAN Protein phosphatase 1 regulatory subunit 12A (Fragment) OS=Homo sapiens GN=PPP1R12A PE=1 SV=1;>sp|O14974-5|MYPT1_HUMAN Isoform 5 of Protein phosphatase 1 regulatory subunit 12A OS=Homo sapiens GN=PPP1R12A;>sp|O14974-4|MYPT1_HUMAN Is,10,6,6,6,1,1,1,6,3,0,1,1,1,6,3,0,1,1,1,6,3,0,11.8,11.8,11.8,76.532,692,692;943;971;995;1030;367;974;299;97;210,0,By matching,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By matching,1.4,1.4,1.4,11.8,5.6,0,44210000,2821400,1761000,2357000,31921000,5350000,0,0,0,0,11803000,5803000,0,0,1,1,5,3,0,10,,,,384,3450;4978;5058;5322;5541;5952,True;True;True;True;True;True,3657;5366;5447;5726;5955;6383,12141;12142;12143;12144;12145;17713;17714;17992;18915;19775;21141;21142,8694;8695;8696;8697;12682;12683;12878;13589;14219;15230,8697;12683;12878;13589;14219;15230,,
P54819-5;P54819-2;F8W1A4;P54819;G3V213;F8VZG5;P54819-3;F8VY04;F8VPP1;P54819-6;P54819-4,P54819-5;P54819-2;F8W1A4;P54819;G3V213;F8VZG5;P54819-3;F8VY04,8;8;8;8;7;7;7;6;3;3;2,8;8;8;8;7;7;7;6;3;3;2,8;8;8;8;7;7;7;6;3;3;2,"Adenylate kinase 2, mitochondrial;Adenylate kinase 2, mitochondrial, N-terminally processed",AK2,">sp|P54819-5|KAD2_HUMAN Isoform 5 of Adenylate kinase 2, mitochondrial OS=Homo sapiens GN=AK2;>sp|P54819-2|KAD2_HUMAN Isoform 2 of Adenylate kinase 2, mitochondrial OS=Homo sapiens GN=AK2;>tr|F8W1A4|F8W1A4_HUMAN Adenylate kinase 2, mitochondrial OS=Homo sa",11,8,8,8,6,6,2,6,0,2,6,6,2,6,0,2,6,6,2,6,0,2,37.5,37.5,37.5,24.648,224,224;232;232;239;133;162;202;190;42;191;130,0,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By matching,By matching,33.9,30.4,12.1,37.5,0,12.1,119010000,53468000,28014000,3228800,30591000,0,3713300,43598000,24211000,6392200,12120000,0,8378500,6,6,0,4,0,0,16,,,,385,659;660;902;903;3373;3911;4496;4581,True;True;True;True;True;True;True;True,697;698;949;950;3576;3577;4143;4854;4947,2303;2304;2305;2306;2307;3171;3172;3173;3174;11882;11883;11884;11885;11886;13782;13783;13784;16072;16073;16074;16075;16349;16350,1672;1673;1674;1675;2311;2312;2313;2314;2315;8456;8457;9767;9768;9769;11467;11468;11669,1672;1674;2311;2315;8457;9769;11468;11669,153,49
P09651-3;F8W6I7;P09651-2;P09651;F8VTQ5;F8VZ49;H0YH80;F8W646;Q32P51;F8VYN5,P09651-3;F8W6I7;P09651-2;P09651;F8VTQ5;F8VZ49;H0YH80,18;18;18;18;11;11;9;8;7;4,18;18;18;18;11;11;9;8;7;4,18;18;18;18;11;11;9;8;7;4,Heterogeneous nuclear ribonucleoprotein A1,HNRNPA1,>sp|P09651-3|ROA1_HUMAN Isoform 2 of Heterogeneous nuclear ribonucleoprotein A1 OS=Homo sapiens GN=HNRNPA1;>tr|F8W6I7|F8W6I7_HUMAN Heterogeneous nuclear ribonucleoprotein A1 OS=Homo sapiens GN=HNRNPA1 PE=1 SV=2;>sp|P09651-2|ROA1_HUMAN Isoform A1-A of Heter,10,18,18,18,12,9,15,17,5,12,12,9,15,17,5,12,12,9,15,17,5,12,74.5,74.5,74.5,29.386,267,267;307;320;372;145;231;191;156;320;113,0,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,45.3,39.3,55.4,70.8,24.7,50.9,1324800000,102430000,42369000,236100000,837040000,8544400,98320000,83228000,44967000,203260000,299120000,6147600,201380000,9,6,20,34,2,7,78,,,,386,923;1888;1889;1914;2525;2547;3186;3545;4646;4647;4648;5249;5250;5372;5479;5748;7234;7235,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,972;2002;2003;2029;2030;2676;2698;3378;3759;5017;5018;5019;5649;5650;5780;5892;6173;7725;7726,3239;3240;3241;6527;6528;6529;6530;6531;6602;6603;6604;6605;6606;6607;6608;6609;8698;8761;8762;11201;11202;11203;11204;11205;11206;12506;12507;12508;12509;16573;16574;16575;16576;16577;16578;16579;16580;16581;16582;16583;16584;16585;16586;16587;16588;18635;18636;18637;18638;18639;18640;18641;18642;18643;18644;18645;18646;19112;19542;19543;19544;19545;19546;19547;19548;19549;19550;20451;20452;20453;20454;20455;20456;20457;20458;20459;20460;25731;25732;25733;25734;25735;25736;25737;25738;25739;25740;25741;25742;25743,2364;4712;4713;4714;4761;4762;4763;4764;4765;6223;6266;6267;8014;8015;8016;8017;8018;8945;8946;11843;11844;11845;11846;11847;11848;11849;11850;11851;11852;11853;11854;11855;11856;11857;11858;11859;11860;13374;13375;13376;13377;13378;13379;13380;13381;13726;14060;14061;14062;14063;14064;14065;14066;14067;14705;14706;14707;14708;14709;14710;14711;14712;14713;14714;14715;14716;14717;14718;18656;18657;18658;18659;18660;18661;18662;18663;18664;18665,2364;4713;4714;4764;6223;6266;8018;8945;11851;11852;11859;13375;13380;13726;14066;14718;18661;18665,154,72
Q2VIR3-2;F8W810;Q2VIR3;P41091;H7BZU1,Q2VIR3-2;F8W810;Q2VIR3;P41091;H7BZU1,2;2;2;2;1,2;2;2;2;1,2;2;2;2;1,Putative eukaryotic translation initiation factor 2 subunit 3-like protein;Eukaryotic translation initiation factor 2 subunit 3,EIF2S3L;EIF2S3,>sp|Q2VIR3-2|IF2GL_HUMAN Isoform 2 of Putative eukaryotic translation initiation factor 2 subunit 3-like protein OS=Homo sapiens GN=EIF2S3L;>tr|F8W810|F8W810_HUMAN Uncharacterized protein OS=Homo sapiens PE=4 SV=1;>sp|Q2VIR3|IF2GL_HUMAN Putative eukaryotic,5,2,2,2,1,1,1,2,0,0,1,1,1,2,0,0,1,1,1,2,0,0,5.8,5.8,5.8,50.543,466,466;466;472;472;183,0,By matching,By MS/MS,By MS/MS,By MS/MS,By matching,By matching,2.4,3.4,2.4,5.8,0,0,8999700,632050,0,1653400,6714200,0,0,0,0,0,3080000,0,0,0,1,1,2,0,0,4,,,,387,306;4080,True;True,317;4320,993;994;14356;14357;14358,734;735;10157;10158,735;10158,,
H7C4H8;Q14493;F8W8D3;H0YAE8;Q14493-2;E7EUV9,H7C4H8;Q14493;F8W8D3;H0YAE8;Q14493-2;E7EUV9,4;4;4;3;3;3,4;4;4;3;3;3,4;4;4;3;3;3,Histone RNA hairpin-binding protein,SLBP,>tr|H7C4H8|H7C4H8_HUMAN Histone RNA hairpin-binding protein (Fragment) OS=Homo sapiens GN=SLBP PE=1 SV=1;>sp|Q14493|SLBP_HUMAN Histone RNA hairpin-binding protein OS=Homo sapiens GN=SLBP PE=1 SV=1;>tr|F8W8D3|F8W8D3_HUMAN Histone RNA hairpin-binding protein,6,4,4,4,2,3,2,0,4,3,2,3,2,0,4,3,2,3,2,0,4,3,13.4,13.4,13.4,21.231,186,186;270;277;225;231;235,0,By matching,By matching,By matching,By matching,By MS/MS,By MS/MS,11.8,13.4,11.8,0,13.4,12.9,30312000,700230,3655200,4053400,0,15504000,6399600,1691000,4165200,3564600,0,5137800,11824000,0,0,0,0,3,2,5,,,,388,3200;3788;3789;5027,True;True;True;True,3394;4009;4010;5416,11250;11251;13361;13362;13363;13364;13365;13366;13367;17876;17877;17878;17879;17880,8044;9498;9499;9500;12796,8044;9499;9500;12796,,
F8W8V9;Q12756;Q12756-3;Q12756-2,F8W8V9;Q12756;Q12756-3;Q12756-2,2;2;2;2,1;1;1;1,1;1;1;1,Kinesin-like protein KIF1A,KIF1A,>tr|F8W8V9|F8W8V9_HUMAN Kinesin-like protein (Fragment) OS=Homo sapiens GN=KIF1A PE=1 SV=1;>sp|Q12756|KIF1A_HUMAN Kinesin-like protein KIF1A OS=Homo sapiens GN=KIF1A PE=1 SV=2;>sp|Q12756-3|KIF1A_HUMAN Isoform 3 of Kinesin-like protein KIF1A OS=Homo sapiens,4,2,1,1,1,0,0,2,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1.8,0.9,0.9,165.98,1471,1471;1690;1791;1799,0,By matching,By matching,By matching,By MS/MS,By matching,By matching,0.9,0,0,1.8,0,0,6004500,1350000,0,0,4654500,0,0,0,0,0,2135100,0,0,0,0,0,1,0,0,1,,,,389,2730;6389,True;False,2895;6839,9549;9550;22565,6826;16278,6826;16278,,
Q9Y6M1-5;Q9Y6M1-6;Q9Y6M1-3;Q9Y6M1-4;Q9Y6M1-1;Q9Y6M1;F8W930,Q9Y6M1-5;Q9Y6M1-6;Q9Y6M1-3;Q9Y6M1-4;Q9Y6M1-1;Q9Y6M1;F8W930,3;3;3;3;3;3;3,1;1;1;1;1;1;1,1;1;1;1;1;1;1,Insulin-like growth factor 2 mRNA-binding protein 2,IGF2BP2,>sp|Q9Y6M1-5|IF2B2_HUMAN Isoform 5 of Insulin-like growth factor 2 mRNA-binding protein 2 OS=Homo sapiens GN=IGF2BP2;>sp|Q9Y6M1-6|IF2B2_HUMAN Isoform 6 of Insulin-like growth factor 2 mRNA-binding protein 2 OS=Homo sapiens GN=IGF2BP2;>sp|Q9Y6M1-3|IF2B2_HUM,7,3,1,1,0,3,2,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,5.9,2.4,2.4,54.721,493,493;531;536;542;556;599;605,0.0084811,By matching,By matching,By MS/MS,By matching,By matching,By matching,0,5.9,5.1,2.6,2.6,0,2495200,0,976800,1518400,0,0,0,0,0,1156100,0,0,0,0,0,1,0,0,0,1,,,,390,2454;4417;4418,True;False;False,2605;4768;4769,8503;8504;15739;15740;15741;15742;15743,6096;11201;11202;11203,6096;11201;11203,155,369
Q9BY44-2;Q9BY44-4;Q9BY44-3;F8WAE5;Q9BY44,Q9BY44-2;Q9BY44-4;Q9BY44-3;F8WAE5;Q9BY44,1;1;1;1;1,1;1;1;1;1,1;1;1;1;1,Eukaryotic translation initiation factor 2A,EIF2A,>sp|Q9BY44-2|EIF2A_HUMAN Isoform 2 of Eukaryotic translation initiation factor 2A OS=Homo sapiens GN=EIF2A;>sp|Q9BY44-4|EIF2A_HUMAN Isoform 4 of Eukaryotic translation initiation factor 2A OS=Homo sapiens GN=EIF2A;>sp|Q9BY44-3|EIF2A_HUMAN Isoform 3 of Euka,5,1,1,1,0,1,0,1,1,0,0,1,0,1,1,0,0,1,0,1,1,0,4.9,4.9,4.9,41.339,371,371;524;560;580;585,0,By matching,By matching,By matching,By MS/MS,By matching,By matching,0,4.9,0,4.9,4.9,0,14849000,0,1460200,0,11926000,1462600,0,0,0,0,0,810000,0,0,0,0,1,0,0,1,,,,391,5216,TRUE,5616,18532;18533;18534,13304,13304,,
G3V0E5;P02786,G3V0E5;P02786,1;1,1;1,1;1,"Transferrin receptor protein 1;Transferrin receptor protein 1, serum form",TFRC,">tr|G3V0E5|G3V0E5_HUMAN Transferrin receptor (P90, CD71), isoform CRA_c OS=Homo sapiens GN=TFRC PE=1 SV=1;>sp|P02786|TFR1_HUMAN Transferrin receptor protein 1 OS=Homo sapiens GN=TFRC PE=1 SV=2",2,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2.1,2.1,2.1,75.963,679,679;760,0.0025575,By matching,By matching,By matching,By MS/MS,By matching,By matching,0,0,0,2.1,0,0,6650400,0,0,0,6650400,0,0,0,0,0,3050700,0,0,0,0,0,1,0,0,1,,,,392,5744,TRUE,6169,20435,14693,14693,,
G3V153;Q14444-2;Q14444;E9PP31;E9PLA9;A0A087X082,G3V153;Q14444-2;Q14444;E9PP31;E9PLA9;A0A087X082,6;6;6;5;5;5,6;6;6;5;5;5,6;6;6;5;5;5,Caprin-1,CAPRIN1,>tr|G3V153|G3V153_HUMAN Caprin-1 OS=Homo sapiens GN=CAPRIN1 PE=1 SV=1;>sp|Q14444-2|CAPR1_HUMAN Isoform 2 of Caprin-1 OS=Homo sapiens GN=CAPRIN1;>sp|Q14444|CAPR1_HUMAN Caprin-1 OS=Homo sapiens GN=CAPRIN1 PE=1 SV=2;>tr|E9PP31|E9PP31_HUMAN Uncharacterized pro,6,6,6,6,1,1,1,6,1,0,1,1,1,6,1,0,1,1,1,6,1,0,7.3,7.3,7.3,70.353,628,628;694;709;178;186;649,0,By matching,By matching,By matching,By MS/MS,By MS/MS,By matching,1.8,1.3,1.8,7.3,1.3,0,51380000,3526300,253850,1904300,44273000,1422200,0,0,0,0,20309000,0,0,0,0,0,5,1,0,6,,,,393,1094;3886;3887;3888;5270;7307,True;True;True;True;True;True,1161;4116;4117;4118;5670;7802,3798;3799;3800;13679;13680;13681;18700;18701;18702;25987,2743;9708;9709;9710;13416;18855,2743;9708;9709;9710;13416;18855,,
G3V1B3;M0R181;P46778,G3V1B3;M0R181;P46778,1;1;1,1;1;1,1;1;1,60S ribosomal protein L21,RPL21,>tr|G3V1B3|G3V1B3_HUMAN 60S ribosomal protein L21 OS=Homo sapiens GN=RPL21 PE=1 SV=1;>tr|M0R181|M0R181_HUMAN 60S ribosomal protein L21 (Fragment) OS=Homo sapiens GN=RPL21 PE=1 SV=1;>sp|P46778|RL21_HUMAN 60S ribosomal protein L21 OS=Homo sapiens GN=RPL21 PE,3,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,17.2,17.2,17.2,9.8864,87,87;122;160,0,By matching,By matching,By matching,By MS/MS,By matching,By matching,0,0,0,17.2,0,0,3268700,0,0,0,3268700,0,0,0,0,0,1499400,0,0,0,0,0,1,0,0,1,,,,394,7116,TRUE,7601,25298,18370,18370,,
Q6PJT7-4;Q6PJT7-3;Q6PJT7-11;G3V256;H0YJA2;Q6PJT7-5;Q6PJT7-9;Q6PJT7-2;Q6PJT7;G3V572;A0A087WTC9;G3V3R9;G3V3Y4;G3V5I6;Q6PJT7-10,Q6PJT7-4;Q6PJT7-3;Q6PJT7-11;G3V256;H0YJA2;Q6PJT7-5;Q6PJT7-9;Q6PJT7-2;Q6PJT7;G3V572;A0A087WTC9;G3V3R9;G3V3Y4;G3V5I6;Q6PJT7-10,4;4;4;4;4;4;4;4;4;2;2;2;2;2;2,4;4;4;4;4;4;4;4;4;2;2;2;2;2;2,4;4;4;4;4;4;4;4;4;2;2;2;2;2;2,Zinc finger CCCH domain-containing protein 14,ZC3H14,>sp|Q6PJT7-4|ZC3HE_HUMAN Isoform 4 of Zinc finger CCCH domain-containing protein 14 OS=Homo sapiens GN=ZC3H14;>sp|Q6PJT7-3|ZC3HE_HUMAN Isoform 3 of Zinc finger CCCH domain-containing protein 14 OS=Homo sapiens GN=ZC3H14;>sp|Q6PJT7-11|ZC3HE_HUMAN Isoform 11,15,4,4,4,0,0,4,3,0,0,0,0,4,3,0,0,0,0,4,3,0,0,10.5,10.5,10.5,64.501,571,571;579;585;605;651;711;730;735;736;133;148;210;215;420;543,0,By matching,By matching,By MS/MS,By MS/MS,By matching,By matching,0,0,10.5,7.4,0,0,12912000,0,0,7853100,5059000,0,0,0,0,5546700,2753400,0,0,0,0,4,2,0,0,6,,,,395,6299;6364;6365;7007,True;True;True;True,6747;6814;6815;7487,22319;22499;22500;22501;22502;24950;24951,16093;16226;16227;16228;16229;18125,16093;16226;16228;18125,,
G3V279;P84090,G3V279;P84090,1;1,1;1,1;1,Enhancer of rudimentary homolog,ERH,>tr|G3V279|G3V279_HUMAN Enhancer of rudimentary homolog OS=Homo sapiens GN=ERH PE=1 SV=1;>sp|P84090|ERH_HUMAN Enhancer of rudimentary homolog OS=Homo sapiens GN=ERH PE=1 SV=1,2,1,1,1,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,0,22.5,22.5,22.5,8.2033,71,71;104,0,By matching,By MS/MS,By matching,By MS/MS,By matching,By matching,0,22.5,22.5,22.5,22.5,0,33148000,0,2107100,4815100,25331000,894840,0,0,0,0,0,495570,0,0,1,0,1,0,0,2,,,,396,5387,TRUE,5795,19176;19177;19178;19179,13794;13795,13795,,
G3V3U4;G3V3I1;G3V295;P60900-2;P60900;G3V5Z7,G3V3U4;G3V3I1;G3V295;P60900-2;P60900;G3V5Z7,1;1;1;1;1;1,1;1;1;1;1;1,1;1;1;1;1;1,Proteasome subunit alpha type;Proteasome subunit alpha type-6,PSMA6,>tr|G3V3U4|G3V3U4_HUMAN Proteasome subunit alpha type OS=Homo sapiens GN=PSMA6 PE=1 SV=1;>tr|G3V3I1|G3V3I1_HUMAN Proteasome subunit alpha type OS=Homo sapiens GN=PSMA6 PE=1 SV=1;>tr|G3V295|G3V295_HUMAN Proteasome subunit alpha type OS=Homo sapiens GN=PSMA6,6,1,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,12.1,12.1,12.1,11.57,107,107;148;203;227;246;252,0,By matching,By MS/MS,By matching,By matching,By matching,By matching,0,12.1,0,0,12.1,0,3372300,0,1819200,0,0,1553100,0,0,0,0,0,860140,0,0,1,0,0,0,0,1,,,,397,414,TRUE,427,1358;1359,975,975,,
